,0,1,2,3,4
71,selection,selected,selections,selecting,chosen
72,casino,casinos,gambling,vegas,gaming
73,pdf,pdfs,html,epub,templates
74,lost,losing,lose,while,.
75,tour,tours,touring,trip,toured
76,menu,menus,dessert,dining,diners
77,volume,volumes,compared,comparison,respectively
78,cross,crossed,both,way,crossing
79,anyone,anybody,anything,else,nobody
80,mortgage,mortgages,subprime,lenders,loans
81,hope,hoping,hopes,hoped,come
82,silver,gold,bronze,medalist,medallist
83,corporation,subsidiary,ltd,company,corp.
84,wish,wished,wishes,wanting,surely
85,inside,outside,where,underneath,kept
86,solution,solutions,solve,means,acceptable
87,mature,immature,matured,naturally,whereas
88,role,roles,as,notably,supporting
89,rather,instead,simply,merely,either
90,weeks,months,days,week,month
91,addition,besides,additionally,included,include
92,came,went,took,brought,when
93,supply,supplies,supplied,supplying,demand
94,nothing,anything,something,else,certainly
95,certain,particular,those,these,such
96,usr,holimont,roundtop,searchmont,calabogie
97,executive,ceo,chief,chairman,directors
98,running,ran,run,instead,while
99,lower,higher,upper,below,low
100,necessary,needed,need,required,sufficient
101,union,unions,join,european,joining
102,jewelry,jewellery,jewels,antique,accessories
103,according,noted,.,",",official
104,dc,comics,superheroes,superhero,d.c.
105,clothing,clothes,apparel,footwear,accessories
106,mon,fri,thu,tue,9a-6p
107,com,dot,artthielseattle,lauravecseyseattle,jrnl
108,particular,example,instance,certain,fact
109,fine,well,addition,besides,making
110,names,name,naming,refer,lists
111,robert,bennett,d.,william,smith
112,homepage,webpage,web-site,_____________________________________________,mo94
113,hour,hours,days,morning,minutes
114,gas,oil,fuel,natural,pipeline
115,skills,skill,abilities,learning,expertise
116,six,five,eight,four,seven
117,bush,clinton,obama,cheney,barack
118,islands,island,archipelago,ocean,caribbean
119,advice,asking,advised,advise,ask
120,career,careers,his,history,he
121,military,army,forces,civilian,force
122,rental,rentals,rent,renting,rented
123,decision,decided,move,decisions,decide
124,leave,leaving,stay,come,take
125,british,britain,canadian,australian,u.k.
126,teens,teenagers,agers,adolescents,20s
127,pre,prior,supposed,preparing,meant
128,huge,enormous,massive,large,gigantic
129,sat,sitting,beside,stood,sit
130,woman,man,mother,girl,she
131,facilities,facility,addition,providing,existing
132,zip,gaacx,________________,flashaafp.com,dellcptr
133,bid,takeover,bids,bidding,hopes
134,kind,sort,something,thing,nothing
135,sellers,seller,buyers,buyer,brokers
136,middle,east,part,beginning,especially
137,move,moves,moving,push,step
138,cable,networks,network,channel,tv
139,opportunities,opportunity,possibilities,advantage,chance
140,taking,took,taken,take,while
141,values,value,ideals,example,reflect
142,division,divisions,unit,promotion,promoted
143,coming,come,came,going,next
144,tuesday,thursday,wednesday,monday,friday
145,object,objects,particular,instance,hence
146,lesbian,gay,bisexual,transgender,lgbt
147,appropriate,proper,specific,therefore,necessary
148,machine,machines,guns,using,gun
149,logo,logos,emblazoned,emblem,slogan
150,length,width,short,shorter,span
151,actually,fact,probably,indeed,though
152,nice,lovely,good,wonderful,pretty
153,score,scoring,scores,scored,impressive
154,statistics,figures,statistic,according,data
155,client,clients,instance,_____________________________________________,defendant
156,ok,guess,okay,yeah,maybe
157,returns,return,returning,assuming,coming
158,capital,outskirts,outside,city,investment
159,follow,come,take,follows,turn
160,sample,samples,sampling,sampled,analyzed
161,investment,investments,investing,firms,invested
162,sent,sending,send,came,dispatched
163,shown,showing,shows,showed,seen
164,saturday,sunday,friday,monday,thursday
165,christmas,holiday,easter,eve,thanksgiving
166,england,wales,scotland,ireland,australia
167,culture,cultural,cultures,traditions,tradition
168,band,bands,album,guitarist,drummer
169,flash,mx2004,_____________________________________________,nasdaq100,hiders
170,ms,peniarth,nasdaq100,genlelec,wrldcom
171,lead,leads,led,leading,second
172,george,w.,howard,john,wilson
173,choice,choices,choosing,choose,chose
174,went,came,gone,took,when
175,starting,start,beginning,coming,next
176,registration,voter,register,identification,permit
177,fri,tue,thu,mon,:30
178,thursday,tuesday,monday,wednesday,friday
179,courses,course,classes,curriculum,undergraduate
180,consumer,consumers,retail,product,manufacturers
181,hi,otlk,gwahng,amiyumi,fahnt
182,airport,airports,heathrow,flights,tarmac
183,foreign,ministry,overseas,abroad,foreigners
184,artist,artists,painter,musician,sculptor
185,outside,where,inside,nearby,near
186,furniture,furnishings,antique,jewelry,clothing
187,levels,level,low,higher,increases
188,channel,channels,television,tv,broadcast
189,letter,letters,statement,memo,asking
190,mode,modes,utilizing,utilizes,enables
191,phones,telephones,cellphones,cellphone,phone
192,ideas,idea,concepts,notion,thinking
193,wednesday,tuesday,thursday,monday,friday
194,structure,structures,building,shape,constructed
195,fund,funds,money,investment,investments
196,summer,winter,spring,autumn,beginning
197,allow,allowing,allows,allowed,enable
198,degree,bachelor,doctorate,graduate,undergraduate
199,contract,contracts,deal,signed,deals
200,button,buttons,click,snooze,whenever
201,releases,releasing,release,released,compilation
202,wed,3p-9p,3p-8p,10a-8p,fiancee
203,homes,houses,apartments,buildings,residents
204,super,bowl,tucanos,étendards,unlike
205,male,female,adult,young,sex
206,matter,fact,matters,why,question
207,custom,customized,designs,custom-made,incorporating
208,virginia,alabama,tennessee,maryland,kentucky
209,almost,nearly,though,only,just
210,took,came,taking,went,taken
211,located,situated,adjacent,near,vicinity
212,multiple,types,numerous,addition,and/or
213,asian,asia,pacific,southeast,emerging
214,distribution,distributed,limited,distribute,furthermore
215,editor,publisher,magazine,reporter,editor-in-chief
216,inn,tavern,lodge,motel,hotel
217,industrial,manufacturing,sectors,sector,agricultural
218,cause,causes,caused,causing,result
219,potential,possible,possibility,future,might
220,song,songs,album,lyrics,soundtrack
221,cnet,zdnet,download.com,news.com,cnet.com
222,ltd,pty,ltd.,pvt,pte
223,los,angeles,l.a.,san,houston
224,hp,packard,hewlett,hewlett-packard,compaq
225,focus,focusing,focused,emphasis,focuses
226,late,early,earlier,came,later
227,fall,beginning,coming,drop,come
228,featured,featuring,feature,features,included
229,idea,notion,thought,suggestion,concept
230,rooms,room,dining,bedrooms,halls
231,female,male,woman,young,women
232,responsible,involved,responsibility,committed,assisting
233,inc,#ukqec,oly-2004-basket,co-founded,http://www.statoil.com
234,communications,communication,telecommunications,networks,telecommunication
235,win,victory,winning,won,wins
236,associated,press,contributed,referred,referring
237,thomas,william,davis,anderson,john
238,primary,secondary,main,principal,whereas
239,cancer,prostate,breast,cancers,leukemia
240,numbers,number,indicate,instance,fact
241,reason,fact,why,indeed,reasons
242,tool,tools,useful,enables,uses
243,browser,browsers,netscape,firefox,microsoft
244,spring,summer,autumn,beginning,fall
245,foundation,foundations,nonprofit,founded,charitable
246,answer,answers,question,answered,questions
247,voice,voices,tone,singing,raspy
248,eg,kh,lmf,düsseldorfer,brmsg
249,friendly,similarly,good,both,helpful
250,schedule,schedules,starting,scheduling,beginning
251,documents,document,papers,documentation,obtained
252,communication,communications,connections,interaction,enabling
253,purpose,merely,intended,meant,purposes
254,feature,features,featured,featuring,addition
255,bed,sleeping,beds,beside,room
256,comes,goes,brings,takes,come
257,police,officers,policemen,authorities,arrested
258,everyone,everybody,nobody,else,sure
259,independent,established,separate,similarly,establishment
260,ip,telephony,voip,kcfw2.kcstar.com,_____________________________________________
261,approach,approaches,rather,way,focus
262,cameras,camera,microphones,screens,phones
263,brown,gray,green,smith,black
264,physical,mental,and/or,furthermore,mind
265,operating,operate,operations,operated,addition
266,hill,ridge,http://www.co.mo.md.us,richmond,hills
267,maps,map,atlases,mapping,descriptions
268,medicine,medical,medicines,psychiatry,dentistry
269,deal,agreement,deals,agreed,agreeing
270,hold,held,take,holding,holds
271,ratings,rating,viewership,popularity,shows
272,chicago,philadelphia,boston,minneapolis,houston
273,forms,form,example,whereas,i.e.
274,glass,ceramic,stained,encased,window
275,happy,glad,always,wish,everyone
276,tue,fri,thu,mon,wed
277,smith,clark,harris,moore,johnson
278,wanted,want,did,knew,asked
279,developed,develop,developing,pioneered,unlike
280,thank,thanking,thanked,grateful,wish
281,safe,safer,secure,ensure,supposed
282,unique,particular,distinctive,example,unusual
283,survey,surveys,surveyed,study,according
284,prior,subsequent,following,latter,followed
285,telephone,phone,telephones,calls,__________________________________
286,sport,sports,sporting,compete,competitive
287,ready,prepared,come,sure,should
288,feed,feeds,feeding,consume,eat
289,animal,animals,human,livestock,dog
290,sources,source,according,citing,cited
291,mexico,mexican,peru,venezuela,guatemala
292,population,populations,inhabitants,census,proportion
293,pa,pa.,takua,ar,hnkj
294,regular,starting,addition,usual,instead
295,secure,securing,secured,ensure,assure
296,navigation,navigational,gps,positioning,enabled
297,operations,operation,operating,unit,operational
298,therefore,thus,hence,furthermore,consequently
299,simply,merely,rather,instead,fact
300,evidence,suggest,suggesting,prove,findings
301,station,stations,radio,operated,railway
302,christian,evangelical,faith,christians,religious
303,round,rounds,final,straight,second
304,paypal,ebay,skype,x.com,billpoint
305,favorite,favorites,favourite,likes,choice
306,understand,know,explain,why,understood
307,option,options,choice,preferred,instead
308,master,taught,http://www.nwguild.org,works,teacher
309,valley,valleys,creek,hills,river
310,recently,ago,has,already,previously
311,probably,actually,perhaps,certainly,thought
312,thu,fri,tue,mon,wed
313,rentals,rental,renting,rent,rents
314,sea,ocean,waters,seas,coast
315,built,constructed,building,build,rebuilt
316,publications,articles,magazines,periodicals,publishing
317,blood,heart,urine,transfusion,bleeding
318,cut,cutting,cuts,put,slash
319,worldwide,globally,world-wide,global,addition
320,improve,improving,improved,enhance,strengthen
321,connection,connections,link,involvement,connected
322,publisher,publishing,editor,publishers,magazine
323,hall,fame,halls,room,auditorium
324,larger,smaller,bigger,large,small
325,anti,anti-,counter,activists,protest
326,networks,network,cable,internet,channels
327,earth,planet,mars,orbit,moon
328,parents,children,mother,grandparents,friends
329,nokia,motorola,ericsson,handset,handsets
330,impact,impacts,affect,significant,extent
331,transfer,transfers,transferring,transferred,allow
332,introduction,introduced,introducing,introduce,addition
333,kitchen,bathroom,room,dining,kitchens
334,strong,stronger,despite,strongest,robust
335,tel,aviv,haifa,202-547-4512,jerusalem
336,carolina,tennessee,alabama,virginia,n.c.
337,wedding,bride,weddings,groom,eve
338,properties,property,addition,certain,example
339,hospital,hospitals,medical,clinic,doctors
340,ground,well,.,instead,where
341,overview,descriptions,description,outline,detailed
342,ship,vessel,ships,boat,sail
343,accommodation,accommodations,accommodated,accomodation,lodging
344,owners,owner,ownership,managers,purchased
345,disease,diseases,infection,illness,epidemic
346,tx,78297-2171,amarillo,76013,austin
347,excellent,terrific,superb,good,wonderful
348,paid,pay,paying,owed,pays
349,italy,italian,italians,rome,spain
350,perfect,ideal,good,terrific,excellent
351,hair,blond,beard,dyed,wears
352,opportunity,chance,opportunities,give,hoping
353,kit,kits,__________________________________,rachlis,piyanart
354,classic,classics,inspired,vintage,reminiscent
355,basis,rather,same,terms,equal
356,command,commander,commanded,commanding,commands
357,cities,city,towns,places,elsewhere
358,william,henry,james,edward,thomas
359,express,expressing,samjhota,expressed,likewise
360,award,awards,awarded,prize,nominated
361,distance,distances,apart,hence,same
362,tree,trees,pine,banyan,garden
363,peter,peters,paul,rohch,bruhth
364,assessment,assessments,evaluation,appraisal,assessing
365,ensure,ensuring,assure,guarantee,ensures
366,thus,therefore,hence,thereby,consequently
367,wall,walls,street,inside,saw
368,ie,afr2004-tun,24aou94,tehz,shuhn
369,involved,involving,involve,engaged,involvement
370,el,del,paso,camino,en
371,extra,additional,needed,plus,giving
372,especially,particularly,well,most,particular
373,interface,interfaces,functionality,graphical,user
374,partners,partner,partnership,venture,ventures
375,budget,spending,cuts,fiscal,budgets
376,rated,rating,similarly,nasdaq100,ratings
377,guides,guide,guidebook,guidebooks,srivalo
378,success,achieved,successful,successes,indeed
379,maximum,minimum,limit,amount,reduced
380,ma,ying,lu,chen,huang
381,operation,operations,part,underway,carried
382,existing,addition,enable,current,moreover
383,quite,very,indeed,pretty,certainly
384,selected,select,chosen,selection,chose
385,boy,girl,boys,kid,teenager
386,amazon,amazon.com,appstore,amazonian,rainforest
387,patients,patient,doctors,treating,treat
388,restaurants,eateries,restaurant,cafes,shops
389,beautiful,lovely,gorgeous,wonderful,magnificent
390,warning,warnings,warn,alert,warned
391,wine,wines,tasting,grape,winemakers
392,locations,location,places,vicinity,elsewhere
393,horse,horses,dog,riding,rode
394,vote,voting,votes,election,voted
395,forward,forwards,coming,step,put
396,flowers,flower,roses,bouquets,petals
397,stars,star,starred,actors,alongside
398,significant,substantial,result,important,considerable
399,lists,list,listing,listed,names
400,technologies,technology,innovations,systems,utilizing
401,owner,owners,proprietor,owns,owned
402,retail,retailers,retailing,wholesale,stores
403,animals,animal,humans,elephants,cats
404,useful,helpful,tool,importantly,important
405,directly,either,specifically,indirectly,instead
406,manufacturer,maker,manufactured,manufacturers,supplier
407,ways,way,rather,how,indeed
408,est,edt,12:30,cdt,2:30
409,son,father,brother,nephew,grandson
410,providing,provide,provided,provides,addition
411,rule,ruled,exception,rulers,rules
412,mac,freddie,carthaigh,bethad,fergusa
413,housing,apartments,residential,urban,construction
414,takes,goes,gives,comes,puts
415,iii,iv,ii,vii,vi
416,gmt,a.m.,1400,0900,1100
417,bring,come,bringing,help,turn
418,catalog,catalogue,catalogs,catalogues,flashaafp.com
419,searches,search,searching,searched,conducting
420,max,tegmark,bygraves,miller,dupain
421,trying,tried,try,attempting,hoping
422,mother,daughter,wife,grandmother,husband
423,authority,administration,jurisdiction,powers,nor
424,considered,regarded,most,perhaps,as
425,told,reporters,said,saying,interview
426,xml,html,json,sgml,schema
427,traffic,congestion,roads,highways,roadway
428,programme,programmes,program,programs,aims
429,joined,joining,join,rejoined,returned
430,input,inputs,outputs,furthermore,i.e.
431,strategy,strategies,aim,focus,approach
432,feet,meters,foot,above,around
433,agent,agents,fbi,provocateur,__________________________________
434,valid,invalid,validity,furthermore,regardless
435,bin,osama,laden,qaida,qaeda
436,modern,contemporary,unlike,example,examples
437,senior,adviser,official,noted,junior
438,ireland,irish,dublin,scotland,britain
439,teaching,taught,teach,learning,teacher
440,door,doors,window,room,inside
441,grand,prix,prohertrib,slam,crown
442,testing,tests,test,tested,evaluation
443,trial,prosecution,case,trials,defendants
444,charge,charged,charges,charging,instead
445,units,unit,addition,combined,deployed
446,instead,rather,simply,either,same
447,canadian,canada,british,australian,canadians
448,cool,warm,hot,cold,cooler
449,normal,normally,usual,whereas,hence
450,wrote,written,noted,commented,writing
451,enterprise,business,entrepreneurial,enabled,_____________________________________________
452,ships,ship,vessels,warships,vessel
453,entire,whole,part,rest,the
454,educational,education,programs,academic,curriculum
455,md,sh,sr,intersects,intersection
456,leading,led,major,leads,as
457,metal,steel,iron,metallic,plastic
458,positive,negative,encouraging,noting,nevertheless
459,fl,vwahr,33416,brnws,hnkj
460,fitness,workout,physical,fit,gym
461,chinese,china,taiwanese,beijing,mainland
462,opinion,opinions,noting,nonetheless,indeed
463,mb,512,megabytes,kb,megabyte
464,asia,asian,europe,southeast,pacific
465,football,soccer,basketball,baseball,club
466,abstract,abstractions,figurative,expressionism,abstraction
467,uses,using,use,used,utilizes
468,output,production,producing,increase,outputs
469,funds,fund,money,funding,financing
470,mr,mr.,mrs,explained,svahng
471,greater,increasing,increased,larger,moreover
472,likely,might,unlikely,could,probably
473,develop,developing,developed,build,enable
474,employees,employee,workers,managers,executives
475,artists,musicians,artist,performers,contemporary
476,alternative,alternatives,choice,instead,rather
477,processing,processed,processes,applications,utilizing
478,responsibility,responsible,responsibilities,assume,blame
479,resolution,resolutions,condemning,unanimously,calling
480,java,semarang,surabaya,sumatra,servlets
481,guest,guests,featured,invited,addition
482,seems,indeed,certainly,seemed,perhaps
483,publication,published,publish,publications,publishing
484,pass,passes,passing,passed,kick
485,relations,ties,relationship,bilateral,diplomatic
486,trust,trusts,mutual,benefit,established
487,van,der,wyk,tuyl,sloht
488,contains,containing,contained,contain,includes
489,session,sessions,day,afternoon,meeting
490,multi,faceted,culturalism,lateralism,integrated
491,photography,photographic,art,photographer,filmmaking
492,republic,czech,montenegro,dominican,armenia
493,fees,fee,paying,pay,payment
494,components,component,parts,types,manufactured
495,vacation,vacations,honeymoon,trip,vacationing
496,century,19th,centuries,20th,18th
497,academic,educational,academics,scholarly,faculty
498,assistance,aid,provide,providing,assist
499,completed,completion,completing,complete,prior
500,skin,flesh,pigmentation,exposed,lesions
501,graphics,visuals,3-d,photo,animations
502,indian,india,pakistani,delhi,sub-continent
503,prev,1999-present,micro-history,rf5,2008-present
504,ads,advertisements,commercials,advertising,advertisement
505,mary,margaret,elizabeth,anne,ann
506,il,jong,kim,fornaio,mattino
507,expected,likely,expect,will,next
508,ring,rings,nytfileitnotes.ap.org,spoolname,supposed
509,grade,grades,kindergarten,elementary,graders
510,dating,dates,dated,earliest,potassium-argon
511,pacific,atlantic,asia,ocean,asian
512,mountain,mountains,foothills,slopes,alpine
513,organizations,organisations,organization,governmental,groups
514,pop,hop,singer,music,rap
515,filter,filters,filtering,high-pass,bandpass
516,mailing,mailed,mailings,flashaafp.com,channelsurfer
517,vehicle,vehicles,car,truck,cars
518,longer,though,only,even,although
519,consider,considering,possibility,reason,simply
520,int,hnkj,10.2.1.120,167.25,nasdaq100
521,northern,southern,northeastern,eastern,southeastern
522,behind,while,put,ahead,up
523,panel,panels,concluded,committee,examine
524,floor,floors,room,basement,hallway
525,german,germany,austrian,germans,berlin
526,buying,selling,buy,purchases,sell
527,match,matches,final,tournament,draw
528,proposed,proposal,proposing,proposals,propose
529,default,defaults,borrower,debt,defaulting
530,require,requiring,requires,required,allow
531,iraq,iraqi,iraqis,baghdad,afghanistan
532,boys,girls,boy,teenagers,kids
533,outdoor,indoor,outdoors,playground,open-air
534,deep,deeper,beneath,shallow,deepest
535,morning,afternoon,evening,friday,monday
536,otherwise,indeed,rather,unfortunately,either
537,allows,enables,allow,allowing,lets
538,rest,except,though,instead,remainder
539,protein,proteins,carbohydrates,carbohydrate,genes
540,plant,plants,factory,produce,facility
541,reported,reports,according,report,earlier
542,hit,hitting,hits,struck,came
543,transportation,transport,transit,rail,infrastructure
544,mm,inches,cm,x,146
545,pool,pools,swimming,room,table
546,mini,www.slarmy.org,_____________________________________________,bb96,js94bb
547,politics,political,politicians,rather,matters
548,partner,partners,partnership,co,both
549,disclaimer,disclaimers,556-3622,js03,24aou94
550,authors,scholars,publishers,furthermore,instance
551,boards,board,additionally,administrators,http://www.nwguild.org
552,faculty,professors,graduate,undergraduate,teaching
553,parties,party,leaders,opposition,politicians
554,fish,salmon,seafood,shrimp,fishes
555,membership,participation,members,joining,join
556,mission,missions,supposed,purpose,peacekeeping
557,eye,eyes,thohr,ilovar,sight
558,string,strings,followed,spate,recent
559,sense,kind,sort,seems,mind
560,modified,altered,introduced,modifying,utilized
561,pack,packs,dellcptr,65stk,js94bb
562,released,release,releases,releasing,ep
563,stage,stages,opening,next,beginning
564,internal,external,moreover,ongoing,furthermore
565,goods,items,imported,import,products
566,recommended,recommend,recommending,recommends,recommendation
567,born,married,née,father,lived
568,unless,cannot,if,otherwise,must
569,richard,evans,rohch,william,bruhth
570,detailed,detailing,detail,descriptions,details
571,japanese,japan,tokyo,korean,chinese
572,race,races,finishing,event,finish
573,approved,approve,approval,proposed,proposal
574,background,#ccc,backgrounds,detail,regardless
575,target,targets,targeted,targeting,aiming
576,except,exception,unlike,though,rest
577,character,characters,protagonist,portrayed,appears
578,usb,firewire,adapter,adapters,peripherals
579,maintenance,repair,repairs,installation,operational
580,ability,able,abilities,demonstrate,skill
581,maybe,guess,something,think,'d
582,functions,function,i.e.,e.g.,defined
583,ed,hoond,grij,jehf,murphy
584,moving,move,turning,moved,instead
585,brands,brand,products,product,branded
586,places,place,where,elsewhere,instance
587,php,perl,javascript,server-side,scripting
588,pretty,quite,really,very,obviously
589,trademarks,copyrights,trademarked,trademark,licensees
590,phentermine,fenfluramine,dexfenfluramine,topiramate,ezetimibe
591,spain,portugal,spanish,argentina,morocco
592,southern,northern,southeastern,southwestern,eastern
593,yourself,myself,ourselves,you,'ll
594,etc,gph02,js03,crimmitschau,24aou94
595,winter,summer,spring,autumn,rainy
596,battery,batteries,rechargeable,lithium-ion,lithium
597,youth,youngsters,young,teenagers,boys
598,pressure,pressures,push,despite,result
599,submitted,submit,submitting,presented,requested
600,boston,philadelphia,chicago,baltimore,toronto
601,debt,debts,loans,repay,borrowing
602,keywords,answers.com,hashtags,gaacx,phrases
603,medium,combine,sized,large,well
604,television,tv,broadcast,abc,radio
605,interested,concerned,besides,talking,focused
606,core,component,focus,whereas,moreover
607,break,breaking,broke,breaks,set
608,purposes,purpose,purely,merely,utilized
609,throughout,well,elsewhere,frequently,across
610,sets,set,setting,pair,instance
611,dance,dancing,dances,dancers,dancer
612,wood,wooden,stone,furniture,carpenter
613,msn,aol,timewrn,yahoo,hotmail
614,itself,which,it,appears,indeed
615,defined,defines,define,i.e.,defining
616,papers,documents,paper,articles,publication
617,playing,played,play,plays,players
618,awards,award,nominations,awarded,nominated
619,fee,fees,pay,payment,paying
620,studio,studios,recording,productions,featured
621,reader,readers,viewer,listener,explains
622,virtual,cyberspace,allows,enables,unlike
623,device,devices,uses,using,enables
624,established,establish,founded,establishment,establishing
625,answers,answer,questions,replies,answered
626,rent,rents,rental,renting,tenants
627,las,vegas,cruces,los,palmas
628,remote,mountainous,isolated,areas,rugged
629,dark,shadows,bright,gray,darker
630,programming,broadcast,programs,broadcasts,networks
631,external,internal,furthermore,moreover,additionally
632,apple,iphone,ibm,ipad,macintosh
633,le,monde,du,parisien,prohertrib
634,regarding,concerning,relating,regard,pertaining
635,instructions,instruction,explaining,ordering,instructed
636,min,hihnz,kang,chayng,jin
637,offered,offer,offering,offers,provided
638,theory,theories,concept,hypothesis,notion
639,enjoy,enjoying,enjoyed,enjoys,wish
640,remove,removing,removed,removal,removes
641,aid,assistance,humanitarian,relief,funding
642,surface,surfaces,beneath,subsurface,underneath
643,minimum,maximum,limit,requirement,required
644,visual,cinematic,aural,imagery,presentation
645,host,hosts,hosting,hosted,show
646,variety,various,types,kinds,addition
647,teachers,students,educators,professors,teacher
648,isbn,0-948817-19-4,978-0-948817-19-9,pp.,hardback
649,martin,rohch,rohsh,adams,peters
650,manual,manuals,five-speed,six-speed,6-speed
651,block,blocks,blocking,blocked,intended
652,subjects,subject,topics,aspects,furthermore
653,agents,agent,fbi,undercover,officers
654,increased,increasing,increase,decreased,increases
655,repair,repairs,repairing,repaired,damaged
656,fair,good,indeed,supposed,regard
657,civil,conflict,war,brought,decades
658,steel,stainless,aluminum,metal,iron
659,understanding,knowledge,understand,respect,importantly
660,songs,song,lyrics,tunes,albums
661,fixed,essentially,hence,moreover,instead
662,wrong,why,anyway,simply,nothing
663,beginning,starting,coming,began,begun
664,hands,hand,while,put,fingers
665,associates,consulting,consultants,firm,associate
666,finally,eventually,soon,again,when
667,az,alkmaar,brmsg,brnws,eindhoven
668,updates,eds,recasts,update,adds
669,desktop,desktops,pc,pcs,macintosh
670,classes,class,courses,students,teaching
671,paris,prohertrib,france,brussels,parisian
672,ohio,michigan,missouri,illinois,wisconsin
673,gets,goes,getting,get,got
674,sector,sectors,industry,businesses,industries
675,capacity,capacities,capability,accommodate,addition
676,requires,require,requiring,required,allows
677,jersey,n.j.,connecticut,york,delaware
678,un,u.n.,nations,u.n,annan
679,fat,calories,saturated,fats,diets
680,fully,must,properly,yet,sufficiently
681,father,son,brother,grandfather,husband
682,electric,motors,powered,utility,electricity
683,saw,came,seeing,coming,seen
684,instruments,instrument,instrumentation,percussion,stringed
685,quotes,quote,adds,updates,recasts
686,officer,officers,sergeant,chief,commander
687,driver,drivers,car,driving,truck
688,businesses,companies,firms,business,corporations
689,dead,killed,alive,others,missing
690,respect,regard,commitment,wish,importantly
691,unknown,unclear,presumably,presumed,identified
692,specified,specifies,specifying,stipulated,specify
693,restaurant,restaurants,cafe,eatery,dining
694,mike,matthews,murphy,dave,anderson
695,trip,trips,visit,journey,weekend
696,pst,12:30,cdt,1:30,2:30
697,worth,valued,million,dollars,purchase
698,mi,jeon,sq,si,tu
699,procedures,procedure,requiring,require,proper
700,poor,especially,lack,poorer,particularly
701,teacher,student,teaching,taught,teachers
702,eyes,eye,ears,lips,sight
703,relationship,relationships,friendship,relations,relation
704,workers,employees,worker,employers,jobs
705,farm,farms,farming,farmer,farmers
706,georgia,tennessee,alabama,virginia,carolina
707,peace,accord,negotiations,cease,talks
708,traditional,tradition,traditions,traditionally,rather
709,campus,campuses,faculty,dorms,student
710,tom,murphy,jack,thompson,jim
711,showing,showed,shown,shows,seen
712,creative,creativity,innovative,artistic,talents
713,coast,coastal,coasts,coastline,ocean
714,benefit,benefits,benefiting,benefited,moreover
715,progress,improvement,continuing,noting,efforts
716,funding,financing,grants,funds,funded
717,devices,device,phones,computers,sensors
718,lord,lords,earl,baron,sir
719,grant,grants,granted,granting,give
720,sub,nopickup,pickup9thgraf,pickup16thgraf,pickup10thgraf
721,agree,agreed,insist,agreeing,accept
722,fiction,novels,novel,fantasy,science-fiction
723,hear,heard,listen,tell,hears
724,sometimes,often,occasionally,frequently,usually
725,watches,watch,wristwatch,wristwatches,jewelry
726,careers,career,endeavors,pursue,besides
727,beyond,indeed,far,fact,meant
